receipt_no,trx_date,product_name,qty,subtotal,payment_method
DOM-VAR-202502-0187,"2025-02-11 18:27:00","Choco Loco",2,168000,QRIS
DOM-VAR-202502-0188,"2025-02-24 19:19:00","Chick N' Matah Rice",2,184000,QRIS
DOM-VAR-202502-0188,"2025-02-24 19:19:00",Muppet,1,100000,QRIS
DOM-VAR-202502-0189,"2025-02-06 14:19:00","Beef Aglio Olio",3,252000,QRIS
DOM-VAR-202502-0190,"2025-02-26 15:21:00","Choco Loco",1,84000,CASH
DOM-VAR-202502-0191,"2025-02-21 18:37:00",Muppet,1,100000,QRIS
DOM-VAR-202502-0192,"2025-02-14 19:10:00","Matcha Green Tea",1,100000,QRIS
DOM-VAR-202502-0192,"2025-02-14 19:10:00","Al Fresco Nachos",3,234000,QRIS
DOM-VAR-202502-0193,"2025-02-13 15:01:00","Lemon Tea",2,132000,CASH
DOM-VAR-202502-0193,"2025-02-13 15:01:00","Lemon Tea",1,66000,CASH
DOM-VAR-202502-0194,"2025-02-05 19:23:00","Bloody Mary",1,82000,QRIS
DOM-VAR-202502-0194,"2025-02-05 19:23:00",Chocolate,3,216000,QRIS
DOM-VAR-202502-0195,"2025-02-21 16:50:00",Lotus,1,100000,DEBIT
DOM-VAR-202502-0196,"2025-02-09 19:29:00","Bloody Mary",2,164000,CASH
DOM-VAR-202502-0196,"2025-02-09 19:29:00",Muppet,1,100000,CASH
DOM-VAR-202502-0197,"2025-02-24 20:31:00","Choco Loco",1,84000,CASH
DOM-VAR-202502-0197,"2025-02-24 20:31:00","Sunset Sangria",1,82000,CASH
DOM-VAR-202502-0198,"2025-02-18 13:38:00","Bloody Mary",3,246000,DEBIT
DOM-VAR-202502-0198,"2025-02-18 13:38:00",Lotus,1,100000,DEBIT
DOM-VAR-202502-0199,"2025-02-27 12:06:00","DOMS Wings",1,78000,CASH
DOM-VAR-202502-0200,"2025-02-14 10:33:00","Salted Caramel Macchiato",2,192000,QRIS
DOM-VAR-202502-0201,"2025-02-15 17:57:00","Roti Bakar",2,104000,QRIS
DOM-VAR-202502-0202,"2025-02-02 19:26:00","Strawberry Tea",3,198000,QRIS
DOM-VAR-202502-0203,"2025-02-26 14:21:00","Pisang Gorengnya DOM",2,136000,CASH
DOM-VAR-202502-0204,"2025-02-13 10:28:00","Tropical Punch",3,246000,CASH
DOM-VAR-202502-0204,"2025-02-13 10:28:00","Violet Kalamansi",3,222000,CASH
DOM-VAR-202502-0205,"2025-02-16 13:03:00","DOM's Original",1,66000,CASH
DOM-VAR-202502-0206,"2025-02-17 13:08:00","DOM's Original",1,66000,DEBIT
DOM-VAR-202502-0206,"2025-02-17 13:08:00","Cheese Croquette Balls",3,198000,DEBIT
DOM-VAR-202502-0207,"2025-02-08 09:40:00","Bang Nana Yoghurt",1,104000,QRIS
DOM-VAR-202502-0207,"2025-02-08 09:40:00","Caramel Latte",2,168000,QRIS
DOM-VAR-202502-0208,"2025-02-07 21:52:00","Strawberry Tea",1,66000,CASH
DOM-VAR-202502-0209,"2025-02-16 14:38:00","Ham Spaghetti Brulee",1,100000,CASH
DOM-VAR-202502-0209,"2025-02-16 14:38:00",Saltovino,1,88000,CASH
DOM-VAR-202502-0210,"2025-02-14 16:51:00","Espresso On The Rock",1,66000,DEBIT
DOM-VAR-202502-0210,"2025-02-14 16:51:00","Oriental Fried Rice",3,252000,DEBIT
DOM-VAR-202502-0211,"2025-02-19 17:45:00",Saltovino,3,264000,QRIS
DOM-VAR-202502-0212,"2025-02-21 19:25:00","Sub's Choice",1,92000,CASH
DOM-VAR-202502-0212,"2025-02-21 19:25:00","Strawberry Tea",2,132000,CASH
DOM-VAR-202502-0213,"2025-02-24 15:28:00","Choco Loco",2,168000,QRIS
DOM-VAR-202502-0213,"2025-02-24 15:28:00","Churro Bites",3,198000,QRIS
DOM-VAR-202502-0214,"2025-02-28 20:06:00","Pisang Gorengnya DOM",2,136000,QRIS
DOM-VAR-202502-0214,"2025-02-28 20:06:00","Matcha Green Tea",3,300000,QRIS
DOM-VAR-202502-0215,"2025-02-03 14:43:00","Bang Nana Yoghurt",2,208000,CASH
DOM-VAR-202502-0215,"2025-02-03 14:43:00","DOMS Wings",1,78000,CASH
DOM-VAR-202502-0216,"2025-02-20 20:42:00","Mr. P! Nuts",1,102000,CASH
DOM-VAR-202502-0216,"2025-02-20 20:42:00","Taro Latte With Egg Pudding",1,84000,CASH
DOM-VAR-202502-0217,"2025-02-26 12:18:00","Bloody Mary",3,246000,QRIS
DOM-VAR-202502-0218,"2025-02-03 09:18:00","Bang Nana Yoghurt",2,208000,CASH
DOM-VAR-202502-0218,"2025-02-03 09:18:00","Berry Berry Good!",3,300000,CASH
DOM-VAR-202502-0219,"2025-02-25 16:02:00","Churro Bites",1,66000,CASH
DOM-VAR-202502-0220,"2025-02-06 18:26:00",Lotus,1,100000,QRIS
DOM-VAR-202502-0221,"2025-02-14 17:41:00","Churro Bites",1,66000,QRIS
DOM-VAR-202502-0221,"2025-02-14 17:41:00","Strawberry Tea",2,132000,QRIS
DOM-VAR-202502-0222,"2025-02-28 10:33:00",Muppet,3,300000,QRIS
DOM-VAR-202503-0223,"2025-03-13 13:34:00","Oriental Fried Rice",3,97000,CASH
DOM-VAR-202503-0223,"2025-03-13 13:34:00","Berry Berry Good!",2,77000,CASH
DOM-VAR-202503-0224,"2025-03-27 21:40:00","Spaghetti Bolognese",3,97000,DEBIT
DOM-VAR-202503-0225,"2025-03-03 15:55:00",Chocolate,2,55500,QRIS
DOM-VAR-202503-0226,"2025-03-10 16:29:00","Oriental Fried Rice",2,65000,QRIS
DOM-VAR-202503-0227,"2025-03-05 16:36:00","Red Velvet",2,57000,DEBIT
DOM-VAR-202503-0227,"2025-03-05 16:36:00","Roti Bakar",1,20000,DEBIT
DOM-VAR-202503-0228,"2025-03-04 21:44:00","Ham Spaghetti Brulee",2,77000,QRIS
DOM-VAR-202503-0228,"2025-03-04 21:44:00","Spaghetti Carbonara",3,106500,QRIS
DOM-VAR-202503-0229,"2025-03-19 19:18:00","Candy Cane",3,118000,DEBIT
DOM-VAR-202503-0229,"2025-03-19 19:18:00","Taro Latte With Egg Pudding",2,65000,DEBIT
DOM-VAR-202503-0230,"2025-03-08 12:47:00",Muppet,2,77000,DEBIT
DOM-VAR-202503-0231,"2025-03-22 14:50:00","Strawberry Tea",1,25500,QRIS
DOM-VAR-202503-0232,"2025-03-16 11:54:00","Taro Latte With Egg Pudding",2,65000,DEBIT
DOM-VAR-202503-0232,"2025-03-16 11:54:00","Sub's Choice",1,35500,DEBIT
DOM-VAR-202503-0233,"2025-03-10 19:02:00","Scottish Latte",3,97000,DEBIT
DOM-VAR-202503-0233,"2025-03-10 19:02:00","Sunset Sangria",2,63500,DEBIT
DOM-VAR-202503-0234,"2025-03-14 16:30:00",Muppet,3,115500,DEBIT
DOM-VAR-202503-0234,"2025-03-14 16:30:00","Double Shaken Espresso",1,29500,DEBIT
DOM-VAR-202503-0235,"2025-03-12 15:53:00","Choco Loco",3,97000,DEBIT
DOM-VAR-202503-0235,"2025-03-12 15:53:00","Strawberry Tea",1,25500,DEBIT
DOM-VAR-202503-0236,"2025-03-19 10:03:00","Ham Spaghetti Brulee",2,77000,QRIS
DOM-VAR-202503-0236,"2025-03-19 10:03:00","Candy Cane",3,118000,QRIS
DOM-VAR-202503-0237,"2025-03-01 19:14:00","Taro Latte With Egg Pudding",2,65000,CASH
DOM-VAR-202503-0238,"2025-03-02 16:28:00","Sunset Sangria",1,32000,QRIS
DOM-VAR-202503-0238,"2025-03-02 16:28:00","Oriental Fried Rice",3,97000,QRIS
DOM-VAR-202503-0239,"2025-03-22 17:40:00","Chick N' Matah Rice",3,106500,QRIS
DOM-VAR-202503-0240,"2025-03-08 11:07:00","Salted Caramel Macchiato",1,37000,CASH
DOM-VAR-202503-0241,"2025-03-22 09:18:00","Double Shaken Espresso",3,88000,CASH
DOM-VAR-202503-0242,"2025-03-04 11:58:00","Sunset Sangria",2,63500,DEBIT
DOM-VAR-202503-0243,"2025-03-06 13:17:00","French Fries & Sausage",1,25500,CASH
DOM-VAR-202503-0244,"2025-03-11 21:39:00","Sub's Choice",2,71000,CASH
DOM-VAR-202503-0245,"2025-03-25 12:45:00","Sunset Sangria",3,95000,QRIS
DOM-VAR-202503-0246,"2025-03-13 21:20:00","Bloody Mary",1,32000,QRIS
DOM-VAR-202503-0247,"2025-03-13 17:09:00","Cheese Croquette Balls",1,25500,CASH
DOM-VAR-202503-0248,"2025-03-18 17:27:00","Al Fresco Nachos",2,60000,CASH
DOM-VAR-202503-0249,"2025-03-18 16:28:00","Cheese Croquette Balls",1,25500,CASH
DOM-VAR-202503-0250,"2025-03-11 19:14:00",Muppet,2,77000,QRIS
DOM-VAR-202503-0250,"2025-03-11 19:14:00","Mr. P! Nuts",1,39500,QRIS
DOM-VAR-202503-0251,"2025-03-18 10:48:00","Sunset Sangria",3,95000,CASH
DOM-VAR-202503-0252,"2025-03-24 13:32:00","French Fries & Sausage",3,76500,CASH
DOM-VAR-202503-0253,"2025-03-26 21:21:00","Bloody Mary",2,63500,QRIS
DOM-VAR-202503-0254,"2025-03-03 21:48:00","Salted Caramel Macchiato",3,111000,QRIS
DOM-VAR-202503-0254,"2025-03-03 21:48:00","Matcha Green Tea",3,115500,QRIS
DOM-VAR-202503-0255,"2025-03-21 13:23:00","Pisang Gorengnya DOM",3,78500,QRIS
DOM-VAR-202503-0256,"2025-03-21 12:17:00","French Fries & Sausage",1,25500,QRIS
DOM-VAR-202503-0256,"2025-03-21 12:17:00","Bang Nana Yoghurt",2,80000,QRIS
DOM-VAR-202503-0257,"2025-03-15 18:04:00","Al Fresco Nachos",3,90000,DEBIT
DOM-VAR-202503-0257,"2025-03-15 18:04:00","Churro Bites",2,51000,DEBIT
DOM-VAR-202503-0258,"2025-03-06 19:59:00","Scottish Latte",3,97000,QRIS
DOM-VAR-202503-0259,"2025-03-21 10:37:00","DOMS Wings",1,30000,QRIS
DOM-VAR-202503-0260,"2025-03-23 20:18:00","Salted Egg Pop Chicken",1,45500,CASH
DOM-VAR-202503-0260,"2025-03-23 20:18:00","Mr. P! Nuts",2,78500,CASH
DOM-VAR-202503-0261,"2025-03-11 18:05:00","Sunset Sangria",1,32000,DEBIT
DOM-VAR-202503-0261,"2025-03-11 18:05:00","Beef Aglio Olio",3,97000,DEBIT
DOM-VAR-202503-0262,"2025-03-04 17:44:00","Spaghetti Carbonara",1,35500,QRIS
DOM-VAR-202503-0263,"2025-03-03 11:37:00",Muppet,3,115500,DEBIT
DOM-VAR-202503-0264,"2025-03-25 13:29:00",Saltovino,2,68000,CASH
DOM-VAR-202503-0265,"2025-03-04 21:03:00","Oriental Fried Rice",1,32500,QRIS
DOM-VAR-202503-0265,"2025-03-04 21:03:00","Sub's Choice",2,71000,QRIS
DOM-VAR-202503-0266,"2025-03-05 14:09:00","Lychee Tea",2,51000,DEBIT
DOM-VAR-202503-0267,"2025-03-11 13:34:00",Muppet,1,38500,CASH
DOM-VAR-202503-0268,"2025-03-26 21:52:00","Candy Cane",3,118000,DEBIT
DOM-VAR-202503-0269,"2025-03-20 21:24:00","Red Velvet",3,85500,QRIS
DOM-VAR-202503-0270,"2025-03-10 20:27:00","Berry Berry Good!",2,77000,CASH
DOM-VAR-202503-0271,"2025-03-11 15:39:00","Candy Cane",3,118000,CASH
DOM-VAR-202503-0272,"2025-03-11 10:47:00","Oriental Fried Rice",1,32500,CASH
DOM-VAR-202503-0273,"2025-03-11 16:56:00","Lemon Tea",1,25500,QRIS
DOM-VAR-202503-0273,"2025-03-11 16:56:00","DOMS Wings",2,60000,QRIS
DOM-VAR-202503-0274,"2025-03-20 14:20:00","Kopi Latte",2,51000,QRIS
DOM-VAR-202503-0275,"2025-03-04 15:39:00","Kampoeng Fried Rice",3,97000,CASH
DOM-VAR-202503-0275,"2025-03-04 15:39:00","Sub's Choice",2,71000,CASH
DOM-VAR-202503-0276,"2025-03-24 19:45:00","Red Velvet",3,85500,QRIS
DOM-VAR-202503-0276,"2025-03-24 19:45:00","Roti Bakar",1,20000,QRIS
DOM-VAR-202503-0277,"2025-03-12 19:16:00","Al Fresco Nachos",1,30000,CASH
DOM-VAR-202503-0277,"2025-03-12 19:16:00","Oriental Fried Rice",2,65000,CASH
DOM-VAR-202503-0278,"2025-03-27 13:12:00",Saltovino,2,68000,CASH
DOM-VAR-202503-0278,"2025-03-27 13:12:00",Muppet,2,77000,CASH
DOM-VAR-202503-0279,"2025-03-12 09:54:00","Lychee Tea",2,51000,QRIS
DOM-VAR-202503-0279,"2025-03-12 09:54:00","Candy Cane",3,118000,QRIS
DOM-VAR-202503-0280,"2025-03-16 20:22:00","Spaghetti Bolognese",1,32500,CASH
DOM-VAR-202503-0281,"2025-03-07 12:06:00","DOMS Wings",2,60000,QRIS
DOM-VAR-202503-0282,"2025-03-23 15:18:00",Lotus,1,38500,DEBIT
DOM-VAR-202503-0282,"2025-03-23 15:18:00","Lemon Tea",2,51000,DEBIT
DOM-VAR-202503-0283,"2025-03-01 12:05:00",Chocolate,2,55500,CASH
DOM-VAR-202503-0283,"2025-03-01 12:05:00","DOMS Wings",3,90000,CASH
DOM-VAR-202503-0284,"2025-03-10 21:19:00","Salted Egg Pop Chicken",2,91000,DEBIT
DOM-VAR-202503-0284,"2025-03-10 21:19:00",Muppet,2,77000,DEBIT
DOM-VAR-202503-0285,"2025-03-21 11:40:00","Hazelnut Latte",2,65000,DEBIT
DOM-VAR-202503-0286,"2025-03-23 14:43:00","Pisang Gorengnya DOM",1,26500,QRIS
DOM-VAR-202503-0287,"2025-03-08 16:59:00","Espresso On The Rock",2,51000,CASH
DOM-VAR-202503-0288,"2025-03-07 21:39:00","Salted Egg Pop Chicken",3,136500,QRIS
DOM-VAR-202503-0289,"2025-03-02 12:46:00","Choco Loco",1,32500,CASH
DOM-VAR-202503-0289,"2025-03-02 12:46:00","Salted Caramel Macchiato",3,111000,CASH
DOM-VAR-202503-0290,"2025-03-11 20:56:00",Saltovino,3,102000,CASH
DOM-VAR-202503-0291,"2025-03-02 18:39:00","Beef Aglio Olio",3,97000,QRIS
DOM-VAR-202503-0292,"2025-03-28 21:13:00",Americano,3,60000,CASH
DOM-VAR-202503-0292,"2025-03-28 21:13:00","Pisang Gorengnya DOM",3,78500,CASH
DOM-VAR-202503-0293,"2025-03-05 17:51:00","Churro Bites",2,51000,DEBIT
DOM-VAR-202503-0294,"2025-03-07 11:00:00","Matcha Green Tea",3,115500,CASH
DOM-VAR-202503-0295,"2025-03-05 16:45:00","Spaghetti Bolognese",1,32500,DEBIT
DOM-VAR-202503-0295,"2025-03-05 16:45:00","Bang Nana Yoghurt",1,40000,DEBIT
DOM-VAR-202503-0296,"2025-03-17 11:49:00",Muppet,3,115500,QRIS
DOM-VAR-202503-0297,"2025-03-10 17:00:00","Churro Bites",1,25500,CASH
DOM-VAR-202503-0298,"2025-03-16 19:01:00","Oriental Fried Rice",3,97000,CASH
DOM-VAR-202503-0299,"2025-03-06 14:47:00","Cheese Croquette Balls",3,76500,QRIS
DOM-VAR-202503-0299,"2025-03-06 14:47:00","Sunset Sangria",1,32000,QRIS
DOM-VAR-202503-0300,"2025-03-27 10:49:00","Red Velvet",3,85500,QRIS
DOM-VAR-202503-0300,"2025-03-27 10:49:00","Beef Aglio Olio",1,32500,QRIS
DOM-VAR-202503-0301,"2025-03-12 17:27:00","Kampoeng Fried Rice",2,65000,QRIS
DOM-VAR-202503-0302,"2025-03-26 18:26:00",Lotus,1,38500,CASH
DOM-VAR-202503-0303,"2025-03-28 13:05:00","Salted Egg Pop Chicken",2,91000,QRIS
DOM-VAR-202503-0304,"2025-03-02 16:35:00","Taro Latte With Egg Pudding",1,32500,CASH
DOM-VAR-202503-0304,"2025-03-02 16:35:00","Mayo Karaage Rice",1,40000,CASH
DOM-VAR-202503-0305,"2025-03-09 14:55:00","Mayo Karaage Rice",2,80000,QRIS
DOM-VAR-202503-0305,"2025-03-09 14:55:00","Taro Latte With Egg Pudding",2,65000,QRIS
DOM-VAR-202503-0306,"2025-03-06 18:10:00","Roti Bakar",3,60000,QRIS
DOM-VAR-202503-0306,"2025-03-06 18:10:00","Ham Spaghetti Brulee",1,38500,QRIS
DOM-VAR-202503-0307,"2025-03-05 11:24:00","Lychee Tea",1,25500,CASH
DOM-VAR-202503-0308,"2025-03-11 14:15:00","Kampoeng Fried Rice",3,97000,CASH
DOM-VAR-202503-0309,"2025-03-17 15:13:00","Sunset Sangria",3,95000,DEBIT
DOM-VAR-202503-0310,"2025-03-16 11:24:00","Strawberry Tea",3,76500,QRIS
DOM-VAR-202503-0311,"2025-03-16 14:02:00","DOMS Wings",3,90000,DEBIT
DOM-VAR-202503-0311,"2025-03-16 14:02:00","Ham Spaghetti Brulee",1,38500,DEBIT
DOM-VAR-202503-0312,"2025-03-16 16:39:00","Candy Cane",1,39500,QRIS
DOM-VAR-202503-0312,"2025-03-16 16:39:00","Bloody Mary",2,63500,QRIS
DOM-VAR-202503-0313,"2025-03-14 10:51:00","Salted Caramel Macchiato",1,37000,CASH
DOM-VAR-202503-0313,"2025-03-14 10:51:00","Chick N' Matah Rice",2,71000,CASH
DOM-VAR-202503-0314,"2025-03-07 09:58:00","Berry Berry Good!",2,77000,QRIS
DOM-VAR-202503-0314,"2025-03-07 09:58:00",Muppet,2,77000,QRIS
DOM-VAR-202503-0315,"2025-03-04 19:51:00","Cheese Croquette Balls",1,25500,CASH
DOM-VAR-202503-0315,"2025-03-04 19:51:00","Candy Cane",1,39500,CASH
DOM-VAR-202503-0316,"2025-03-08 19:09:00","Sub's Choice",1,35500,CASH
DOM-VAR-202503-0316,"2025-03-08 19:09:00","Pisang Gorengnya DOM",3,78500,CASH
DOM-VAR-202503-0317,"2025-03-27 11:17:00","Violet Kalamansi",2,57000,DEBIT
DOM-VAR-202503-0318,"2025-03-24 18:55:00","Roti Bakar",3,60000,CASH
DOM-VAR-202503-0319,"2025-03-06 10:20:00","Mr. P! Nuts",1,39500,QRIS
DOM-VAR-202503-0319,"2025-03-06 10:20:00","DOM's Original",1,25500,QRIS
DOM-VAR-202503-0320,"2025-03-05 16:25:00","Chick N' Matah Rice",3,106500,DEBIT
DOM-VAR-202503-0321,"2025-03-23 19:57:00","Cheese Croquette Balls",2,51000,DEBIT
DOM-VAR-202503-0321,"2025-03-23 19:57:00","Kopi Latte",2,51000,DEBIT
DOM-VAR-202503-0322,"2025-03-21 20:53:00","DOM's Original",3,76500,QRIS
DOM-VAR-202503-0323,"2025-03-22 11:06:00","Spaghetti Carbonara",2,71000,QRIS
DOM-VAR-202503-0323,"2025-03-22 11:06:00","DOMS Wings",2,60000,QRIS
DOM-VAR-202503-0324,"2025-03-26 21:15:00","French Fries & Sausage",2,51000,CASH
DOM-VAR-202503-0325,"2025-03-06 14:51:00","French Fries & Sausage",1,25500,DEBIT
DOM-VAR-202503-0326,"2025-03-09 19:31:00","Pisang Gorengnya DOM",1,26500,QRIS
DOM-VAR-202503-0326,"2025-03-09 19:31:00","Double Shaken Espresso",3,88000,QRIS
DOM-VAR-202503-0327,"2025-03-05 17:31:00","Spaghetti Carbonara",1,35500,CASH
DOM-VAR-202503-0328,"2025-03-11 09:27:00","Lemon Tea",1,25500,QRIS
DOM-VAR-202503-0328,"2025-03-11 09:27:00","Roti Bakar",1,20000,QRIS
DOM-VAR-202503-0329,"2025-03-09 10:28:00","Spaghetti Carbonara",2,71000,QRIS
DOM-VAR-202503-0330,"2025-03-19 14:07:00","Bang Nana Yoghurt",1,40000,QRIS
DOM-VAR-202503-0330,"2025-03-19 14:07:00","French Fries & Sausage",3,76500,QRIS
DOM-VAR-202503-0331,"2025-03-06 15:30:00","Kopi Latte",1,25500,CASH
DOM-VAR-202503-0332,"2025-03-01 18:24:00","Spaghetti Carbonara",3,106500,QRIS
DOM-VAR-202503-0332,"2025-03-01 18:24:00","Kopi Latte",3,76500,QRIS
DOM-VAR-202503-0333,"2025-03-25 18:37:00","Al Fresco Nachos",1,30000,QRIS
DOM-VAR-202504-0334,"2025-04-23 12:19:00","Cheese Croquette Balls",1,19500,QRIS
DOM-VAR-202504-0334,"2025-04-23 12:19:00",Saltovino,3,78000,QRIS
DOM-VAR-202504-0335,"2025-04-05 12:46:00","Matcha Green Tea",2,59000,DEBIT
DOM-VAR-202504-0336,"2025-04-05 16:20:00","Ham Spaghetti Brulee",2,59000,QRIS
DOM-VAR-202504-0336,"2025-04-05 16:20:00","Sunset Sangria",2,48500,QRIS
DOM-VAR-202504-0337,"2025-04-08 18:23:00","Cheese Croquette Balls",1,19500,QRIS
DOM-VAR-202504-0338,"2025-04-12 09:23:00","Matcha Green Tea",1,29500,QRIS
DOM-VAR-202504-0338,"2025-04-12 09:23:00","DOMS Wings",1,23000,QRIS
DOM-VAR-202504-0339,"2025-04-06 16:31:00","Violet Kalamansi",1,22000,DEBIT
DOM-VAR-202504-0339,"2025-04-06 16:31:00","Berry Berry Good!",2,59000,DEBIT
DOM-VAR-202504-0340,"2025-04-24 15:23:00","Chick N' Matah Rice",2,54500,DEBIT
DOM-VAR-202504-0341,"2025-04-22 16:31:00",Saltovino,3,78000,CASH
DOM-VAR-202504-0342,"2025-04-28 19:52:00","DOMS Wings",1,23000,DEBIT
DOM-VAR-202504-0342,"2025-04-28 19:52:00","Oriental Fried Rice",2,49500,DEBIT
DOM-VAR-202504-0343,"2025-04-12 15:20:00","Pisang Gorengnya DOM",3,60000,QRIS
DOM-VAR-202504-0343,"2025-04-12 15:20:00","Bloody Mary",3,72500,QRIS
DOM-VAR-202504-0344,"2025-04-25 14:33:00","Beef Aglio Olio",1,25000,QRIS
DOM-VAR-202504-0345,"2025-04-08 16:27:00","Sub's Choice",3,81500,QRIS
DOM-VAR-202504-0346,"2025-04-10 12:09:00","Bloody Mary",1,24500,DEBIT
DOM-VAR-202504-0347,"2025-04-20 11:34:00","Mr. P! Nuts",3,90000,CASH
DOM-VAR-202504-0347,"2025-04-20 11:34:00","Churro Bites",3,58500,CASH
DOM-VAR-202504-0348,"2025-04-21 16:59:00",Saltovino,1,26000,DEBIT
DOM-VAR-202504-0349,"2025-04-13 12:01:00","Pisang Gorengnya DOM",1,20000,DEBIT
DOM-VAR-202504-0349,"2025-04-13 12:01:00","Mayo Karaage Rice",1,31000,DEBIT
DOM-VAR-202504-0350,"2025-04-05 12:31:00","Spaghetti Bolognese",2,49500,DEBIT
DOM-VAR-202504-0351,"2025-04-10 14:08:00","Strawberry Tea",1,19500,QRIS
DOM-VAR-202504-0352,"2025-04-16 10:44:00","Tropical Punch",2,48500,DEBIT
DOM-VAR-202504-0353,"2025-04-17 14:33:00","Choco Loco",1,25000,QRIS
DOM-VAR-202504-0354,"2025-04-09 19:02:00","Sub's Choice",2,54500,DEBIT
DOM-VAR-202504-0354,"2025-04-09 19:02:00","Matcha Green Tea",2,59000,DEBIT
DOM-VAR-202504-0355,"2025-04-22 20:51:00","Cheese Croquette Balls",3,58500,QRIS
DOM-VAR-202504-0356,"2025-04-26 20:22:00","Tropical Punch",3,72500,DEBIT
DOM-VAR-202504-0356,"2025-04-26 20:22:00","Espresso On The Rock",3,58500,DEBIT
DOM-VAR-202504-0357,"2025-04-20 21:24:00","Double Shaken Espresso",2,45000,QRIS
DOM-VAR-202504-0358,"2025-04-02 19:44:00","Double Shaken Espresso",3,67500,CASH
DOM-VAR-202504-0358,"2025-04-02 19:44:00",Americano,3,46000,CASH
DOM-VAR-202504-0359,"2025-04-15 10:11:00","French Fries & Sausage",3,58500,QRIS
DOM-VAR-202504-0359,"2025-04-15 10:11:00","Roti Bakar",2,31000,QRIS
DOM-VAR-202504-0360,"2025-04-10 18:56:00","Chick N' Matah Rice",2,54500,DEBIT
DOM-VAR-202504-0360,"2025-04-10 18:56:00","Caramel Latte",1,25000,DEBIT
DOM-VAR-202504-0361,"2025-04-08 13:45:00","Scottish Latte",3,74500,DEBIT
DOM-VAR-202504-0361,"2025-04-08 13:45:00","Ham Spaghetti Brulee",2,59000,DEBIT
DOM-VAR-202504-0362,"2025-04-13 20:54:00","Caramel Latte",1,25000,CASH
DOM-VAR-202504-0363,"2025-04-09 19:54:00","Caramel Latte",3,74500,QRIS
DOM-VAR-202504-0363,"2025-04-09 19:54:00","DOMS Wings",1,23000,QRIS
DOM-VAR-202504-0364,"2025-04-21 18:32:00",Muppet,2,59000,DEBIT
DOM-VAR-202504-0365,"2025-04-06 14:31:00","Al Fresco Nachos",3,69000,DEBIT
DOM-VAR-202504-0365,"2025-04-06 14:31:00","Taro Latte With Egg Pudding",1,25000,DEBIT
DOM-VAR-202504-0366,"2025-04-25 20:44:00","Sunset Sangria",3,72500,CASH
DOM-VAR-202504-0367,"2025-04-05 14:06:00","Pisang Gorengnya DOM",3,60000,CASH
DOM-VAR-202504-0367,"2025-04-05 14:06:00","Strawberry Tea",1,19500,CASH
DOM-VAR-202504-0368,"2025-04-21 18:38:00",Saltovino,3,78000,CASH
DOM-VAR-202504-0368,"2025-04-21 18:38:00","Red Velvet",3,65500,CASH
DOM-VAR-202504-0369,"2025-04-13 09:01:00","Espresso On The Rock",1,19500,CASH
DOM-VAR-202504-0369,"2025-04-13 09:01:00","Scottish Latte",2,49500,CASH
DOM-VAR-202504-0370,"2025-04-12 18:30:00","Sunset Sangria",3,72500,QRIS
DOM-VAR-202504-0371,"2025-04-06 16:10:00","Scottish Latte",3,74500,QRIS
DOM-VAR-202504-0372,"2025-04-12 21:50:00","Lemon Tea",2,39000,DEBIT
DOM-VAR-202504-0373,"2025-04-21 20:16:00","Mayo Karaage Rice",2,61500,QRIS
DOM-VAR-202504-0374,"2025-04-12 10:49:00","Lemon Tea",3,58500,CASH
DOM-VAR-202504-0375,"2025-04-15 20:15:00",Lotus,3,88500,DEBIT
DOM-VAR-202504-0375,"2025-04-15 20:15:00","Kampoeng Fried Rice",1,25000,DEBIT
DOM-VAR-202504-0376,"2025-04-27 18:12:00",Saltovino,3,78000,CASH
DOM-VAR-202504-0376,"2025-04-27 18:12:00","Mr. P! Nuts",1,30000,CASH
DOM-VAR-202504-0377,"2025-04-25 10:17:00","Spaghetti Bolognese",3,74500,CASH
DOM-VAR-202504-0377,"2025-04-25 10:17:00","Violet Kalamansi",1,22000,CASH
DOM-VAR-202504-0378,"2025-04-08 15:01:00","Strawberry Tea",3,58500,CASH
DOM-VAR-202504-0379,"2025-04-25 20:00:00","Lemon Tea",1,19500,DEBIT
DOM-VAR-202504-0379,"2025-04-25 20:00:00","DOM's Original",2,39000,DEBIT
DOM-VAR-202504-0380,"2025-04-04 11:59:00",Saltovino,3,78000,CASH
DOM-VAR-202504-0381,"2025-04-23 10:58:00","Taro Latte With Egg Pudding",2,49500,QRIS
DOM-VAR-202504-0382,"2025-04-05 21:58:00","Choco Loco",1,25000,CASH
DOM-VAR-202504-0383,"2025-04-14 20:56:00","Double Shaken Espresso",3,67500,CASH
DOM-VAR-202504-0383,"2025-04-14 20:56:00",Chocolate,2,42500,CASH
DOM-VAR-202504-0384,"2025-04-14 11:05:00",Chocolate,1,21500,CASH
DOM-VAR-202504-0384,"2025-04-14 11:05:00","Caramel Latte",3,74500,CASH
DOM-VAR-202504-0385,"2025-04-24 20:37:00","Berry Berry Good!",2,59000,DEBIT
DOM-VAR-202504-0386,"2025-04-13 09:41:00","Kopi Latte",2,39000,QRIS
DOM-VAR-202504-0386,"2025-04-13 09:41:00","Strawberry Tea",2,39000,QRIS
DOM-VAR-202504-0387,"2025-04-14 09:29:00","Sunset Sangria",1,24500,DEBIT
DOM-VAR-202504-0388,"2025-04-07 19:58:00","Chick N' Matah Rice",1,27500,CASH
DOM-VAR-202504-0388,"2025-04-07 19:58:00","Roti Bakar",1,15500,CASH
